year,Resource,zone,region,Sum
2019,natural_gas_fired_combustion_turbine,15,SC_VACA,29075.6051
2019,natural_gas_steam_turbine,15,SC_VACA,41269.818
2019,naturalgas_ccavgcf_mid,15,SC_VACA,0
2019,naturalgas_ccccsavgcf_mid,15,SC_VACA,0
2019,naturalgas_ccs100_mid,15,SC_VACA,0
2019,naturalgas_ctavgcf_mid,15,SC_VACA,0.05270917
2019,nuclear,15,SC_VACA,102436590
2019,nuclear_mid,15,SC_VACA,0
2019,offshorewind_otrg3_mid_fixed_0_176_77,15,SC_VACA,0
2019,offshorewind_otrg3_mid_fixed_1_176_77,15,SC_VACA,0
2019,small_hydroelectric,15,SC_VACA,124136.17
2019,solar_photovoltaic,15,SC_VACA,7296572.5
2019,utilitypv_losangeles_mid_70_66_0_2,15,SC_VACA,0
2019,battery_mid,2,MIS_East,0
2019,biomass,2,MIS_East,1168440
2019,conventional_steam_coal,2,MIS_East,74535670
2019,hydroelectric_pumped_storage,2,MIS_East,639718.7
2019,landbasedwind_ltrg1_mid_70_2,2,MIS_East,0
2019,natural_gas_fired_combined_cycle,2,MIS_East,18650579.4
2019,natural_gas_fired_combustion_turbine,2,MIS_East,817837.732
2019,naturalgas_ccavgcf_mid,2,MIS_East,0
2019,naturalgas_ccccsavgcf_mid,2,MIS_East,0
2019,naturalgas_ccs100_mid,2,MIS_East,0
2019,naturalgas_ctavgcf_mid,2,MIS_East,0.08532636
2019,nuclear,2,MIS_East,16993268
2019,nuclear_mid,2,MIS_East,0
2019,onshore_wind_turbine,2,MIS_East,4557279.5
2019,solar_photovoltaic,2,MIS_East,266080.06
2019,utilitypv_losangeles_mid_70_5_0_2,2,MIS_East,0
2019,battery_mid,3,NY_East,0
2019,conventional_hydroelectric,3,NY_East,1090120
2019,hydroelectric_pumped_storage,3,NY_East,605940.44
2019,landbasedwind_ltrg1_mid_100,3,NY_East,0
2019,natural_gas_fired_combined_cycle,3,NY_East,37629328.8
2019,natural_gas_fired_combustion_turbine,3,NY_East,2132386.62
2019,naturalgas_ccavgcf_mid,3,NY_East,0
2019,naturalgas_ccccsavgcf_mid,3,NY_East,0
2019,naturalgas_ccs100_mid,3,NY_East,0
2019,naturalgas_ctavgcf_mid,3,NY_East,0.09954373
2019,nuclear,3,NY_East,17963836
2019,nuclear_mid,3,NY_East,0
2019,offshorewind_otrg3_mid_fixed_0_176_75,3,NY_East,0
2019,offshorewind_otrg3_mid_fixed_1_176_75,3,NY_East,0
2019,small_hydroelectric,3,NY_East,546540.5
2019,solar_photovoltaic,3,NY_East,194728.95
2019,utilitypv_losangeles_mid_100_0_2,3,NY_East,0
2019,battery_mid,4,NY_West,0
2019,biomass,4,NY_West,601211.5
2019,conventional_hydroelectric,4,NY_West,19561178
2019,conventional_steam_coal,4,NY_West,1444816.5
2019,hydroelectric_pumped_storage,4,NY_West,124925.805
2019,landbasedwind_ltrg1_mid_100,4,NY_West,0
2019,natural_gas_fired_combined_cycle,4,NY_West,5615561.5
2019,natural_gas_fired_combustion_turbine,4,NY_West,74443.0317
2019,natural_gas_steam_turbine,4,NY_West,351919.38
2019,naturalgas_ccavgcf_mid,4,NY_West,0
2019,naturalgas_ccccsavgcf_mid,4,NY_West,0
2019,naturalgas_ccs100_mid,4,NY_West,0
2019,naturalgas_ctavgcf_mid,4,NY_West,0.08233683
2019,nuclear,4,NY_West,29236772
2019,nuclear_mid,4,NY_West,0
2019,onshore_wind_turbine,4,NY_West,4701555
2019,small_hydroelectric,4,NY_West,1997939.4
2019,solar_photovoltaic,4,NY_West,494694.8
2019,utilitypv_losangeles_mid_80_0_2,4,NY_West,0
2019,battery_mid,5,PJM_COMD,0
2019,conventional_steam_coal,5,PJM_COMD,8747638.9
2019,landbasedwind_ltrg1_mid_70_5,5,PJM_COMD,0
2019,natural_gas_fired_combined_cycle,5,PJM_COMD,16841436
2019,natural_gas_fired_combustion_turbine,5,PJM_COMD,5392.5054
2019,natural_gas_steam_turbine,5,PJM_COMD,941690.44
2019,naturalgas_ccavgcf_mid,5,PJM_COMD,0
2019,naturalgas_ccccsavgcf_mid,5,PJM_COMD,0
2019,naturalgas_ccs100_mid,5,PJM_COMD,0
2019,naturalgas_ctavgcf_mid,5,PJM_COMD,0.19502589
2019,nuclear,5,PJM_COMD,91880010
2019,nuclear_mid,5,PJM_COMD,0
2019,onshore_wind_turbine,5,PJM_COMD,6335655.5
2019,solar_photovoltaic,5,PJM_COMD,63736.92
2019,utilitypv_losangeles_mid_100_0_2,5,PJM_COMD,0
2019,battery_mid,6,PJM_Delaware,0
2019,biomass,6,PJM_Delaware,67974.81
2019,conventional_hydroelectric,6,PJM_Delaware,1612295.4
2019,conventional_steam_coal,6,PJM_Delaware,7425.767
2019,natural_gas_fired_combined_cycle,6,PJM_Delaware,5620085
2019,natural_gas_fired_combustion_turbine,6,PJM_Delaware,172077
2019,natural_gas_steam_turbine,6,PJM_Delaware,355028.94
2019,naturalgas_ccavgcf_mid,6,PJM_Delaware,0
2019,naturalgas_ccccsavgcf_mid,6,PJM_Delaware,0
2019,naturalgas_ccs100_mid,6,PJM_Delaware,0
2019,naturalgas_ctavgcf_mid,6,PJM_Delaware,0.19373807
2019,nuclear_mid,6,PJM_Delaware,0
2019,offshorewind_otrg3_mid_fixed_0_176_78,6,PJM_Delaware,0
2019,offshorewind_otrg3_mid_fixed_1_176_78,6,PJM_Delaware,0
2019,solar_photovoltaic,6,PJM_Delaware,393254.97
2019,utilitypv_losangeles_mid_70_12_0_2,6,PJM_Delaware,0
2019,battery_mid,7,PJM_Dom,0
2019,biomass,7,PJM_Dom,1122960.4
2019,conventional_hydroelectric,7,PJM_Dom,570128.9
2019,conventional_steam_coal,7,PJM_Dom,2961218.2
2019,hydroelectric_pumped_storage,7,PJM_Dom,665913.4
2019,landbasedwind_ltrg1_mid_100,7,PJM_Dom,0
2019,natural_gas_fired_combined_cycle,7,PJM_Dom,28528360
2019,natural_gas_fired_combustion_turbine,7,PJM_Dom,0.3271372
2019,naturalgas_ccavgcf_mid,7,PJM_Dom,0
2019,naturalgas_ccccsavgcf_mid,7,PJM_Dom,0
2019,naturalgas_ccs100_mid,7,PJM_Dom,0
2019,naturalgas_ctavgcf_mid,7,PJM_Dom,0.18052554
2019,nuclear,7,PJM_Dom,31170048
2019,nuclear_mid,7,PJM_Dom,0
2019,offshorewind_otrg3_mid_fixed_0_176_77,7,PJM_Dom,0
2019,offshorewind_otrg3_mid_fixed_1_176_77,7,PJM_Dom,0
2019,onshore_wind_turbine,7,PJM_Dom,225350.8
2019,small_hydroelectric,7,PJM_Dom,1540045.2
2019,solar_photovoltaic,7,PJM_Dom,2210218.2
2019,utilitypv_losangeles_mid_100_0_2,7,PJM_Dom,0
2019,battery_mid,8,PJM_NJCoast,0
2019,biomass,8,PJM_NJCoast,254610.72
2019,conventional_steam_coal,8,PJM_NJCoast,227110.48
2019,natural_gas_fired_combined_cycle,8,PJM_NJCoast,8410288
2019,natural_gas_fired_combustion_turbine,8,PJM_NJCoast,731505.56
2019,naturalgas_ccavgcf_mid,8,PJM_NJCoast,0
2019,naturalgas_ccccsavgcf_mid,8,PJM_NJCoast,0
2019,naturalgas_ccs100_mid,8,PJM_NJCoast,0
2019,naturalgas_ctavgcf_mid,8,PJM_NJCoast,786740.56
2019,nuclear_mid,8,PJM_NJCoast,0
2019,offshorewind_otrg3_mid_fixed_0_176_77,8,PJM_NJCoast,0
2019,offshorewind_otrg3_mid_fixed_1_176_77,8,PJM_NJCoast,0
2019,onshore_wind_turbine,8,PJM_NJCoast,15694.552
2019,solar_photovoltaic,8,PJM_NJCoast,0
2019,utilitypv_losangeles_mid_70_13_0_2,8,PJM_NJCoast,0
2019,battery_mid,9,PJM_NJLand,0
2019,biomass,9,PJM_NJLand,451013.47
2019,hydroelectric_pumped_storage,9,PJM_NJLand,267514.6
2019,natural_gas_fired_combined_cycle,9,PJM_NJLand,28298270.5
2019,natural_gas_fired_combustion_turbine,9,PJM_NJLand,9192.9361
2019,naturalgas_ccavgcf_mid,9,PJM_NJLand,0
2019,naturalgas_ccccsavgcf_mid,9,PJM_NJLand,0
2019,naturalgas_ccs100_mid,9,PJM_NJLand,0
2019,naturalgas_ctavgcf_mid,9,PJM_NJLand,0.2758723
2019,nuclear,9,PJM_NJLand,30577738
2019,nuclear_mid,9,PJM_NJLand,0
2019,solar_photovoltaic,9,PJM_NJLand,0
2019,utilitypv_losangeles_mid_70_14_0_2,9,PJM_NJLand,0
